"age_group";"vac_number";"vac_exposure_date";"n";"n_total";"cum_sum"
"70-79";"Booster";2021-12-12;36;27628;0.584479513536991
"70-79";"Booster";2021-12-13;372;27628;0.597944114666281
"70-79";"Booster";2021-12-14;586;27628;0.619154480961344
"70-79";"Booster";2021-12-15;519;27628;0.637939771246561
"70-79";"Booster";2021-12-16;525;27628;0.656942232517736
"70-79";"Booster";2021-12-17;397;27628;0.671311712755176
"70-79";"Booster";2021-12-18;65;27628;0.673664398436369
"70-79";"Booster";2021-12-19;22;27628;0.674460692051542
"70-79";"Booster";2021-12-20;223;27628;0.68253221369625
"70-79";"Booster";2021-12-21;302;27628;0.693463153322716
"70-79";"Booster";2021-12-22;333;27628;0.705516143043289
"70-79";"Booster";2021-12-23;240;27628;0.71420298248154
"70-79";"Booster";2021-12-24;83;27628;0.717207181120602
"70-79";"Booster";2021-12-27;94;27628;0.720609526567251
"70-79";"Booster";2021-12-28;186;27628;0.727341827131895
"70-79";"Booster";2021-12-29;131;27628;0.732083393658607
"70-79";"Booster";2021-12-30;95;27628;0.735521934269582
"70-79";"Booster";2021-12-31;28;27628;0.736535398870711
"70-79";"Booster";2022-01-01;2;27628;0.736607789199363
"70-79";"Booster";2022-01-02;4;27628;0.736752569856667
"70-79";"Booster";2022-01-03;48;27628;0.738489937744317
"70-79";"Booster";2022-01-04;90;27628;0.741747502533662
"70-79";"Booster";2022-01-05;40;27628;0.743195309106703
"70-79";"Booster";2022-01-07;41;27628;0.744679310844071
"70-79";"Booster";2022-01-08;9;27628;0.745005067323006
"70-79";"Booster";2022-01-09;7;27628;0.745258433473288
"70-79";"Booster";2022-01-10;56;27628;0.747285362675547
"70-79";"Booster";2022-01-11;60;27628;0.749457072535109
"70-79";"Booster";2022-01-12;68;27628;0.75191834370928
"70-79";"Booster";2022-01-13;76;27628;0.75466917619806
"70-79";"Booster";2022-01-14;62;27628;0.756913276386275
"70-79";"Booster";2022-01-15;8;27628;0.757202837700883
"70-79";"Booster";2022-01-16;5;27628;0.757383813522513
"70-79";"Booster";2022-01-17;21;27628;0.75814391197336
"70-79";"Booster";2022-01-18;40;27628;0.759591718546402
"70-79";"Booster";2022-01-19;50;27628;0.761401476762705
"70-79";"Booster";2022-01-20;45;27628;0.763030259157377
"70-79";"Booster";2022-01-21;34;27628;0.764260894744462
"70-79";"Booster";2022-01-22;3;27628;0.76436948023744
"70-79";"Booster";2022-01-24;13;27628;0.764840017373679
"70-79";"Booster";2022-01-25;22;27628;0.765636310988852
"70-79";"Booster";2022-01-26;20;27628;0.766360214275373
"70-79";"Booster";2022-01-27;21;27628;0.76712031272622
"70-79";"Booster";2022-01-28;21;27628;0.767880411177067
"70-79";"Booster";2022-01-29;1;27628;0.767916606341393
"70-79";"Booster";2022-01-31;12;27628;0.768350948313305
"70-79";"Booster";2022-02-01;13;27628;0.768821485449544
"70-79";"Booster";2022-02-02;9;27628;0.769147241928478
"70-79";"Booster";2022-02-03;6;27628;0.769364412914435
"70-79";"Booster";2022-02-04;6;27628;0.769581583900391
"70-79";"Booster";2022-02-07;2;27628;0.769653974229043
"70-79";"Booster";2022-02-08;4;27628;0.769798754886347
"70-79";"Booster";2022-02-09;4;27628;0.769943535543651
"70-79";"Booster";2022-02-10;13;27628;0.77041407267989
"70-79";"Booster";2022-02-11;3;27628;0.770522658172868
"70-79";"Booster";2022-02-15;3;27628;0.770631243665846
"70-79";"Booster";2022-02-16;6;27628;0.770848414651803
"70-79";"Booster";2022-02-17;5;27628;0.771029390473433
"70-79";"Booster";2022-02-18;3;27628;0.771137975966411
"70-79";"Booster";2022-02-19;1;27628;0.771174171130737
"70-79";"Booster";2022-02-23;4;27628;0.771318951788041
"70-79";"Booster";2022-02-24;7;27628;0.771572317938323
"70-79";"Booster";2022-02-25;3;27628;0.771680903431302
"70-79";"Booster";2022-02-26;1;27628;0.771717098595628
"70-79";"Booster";2022-02-28;2;27628;0.77178948892428
"70-79";"Booster";2022-03-01;3;27628;0.771898074417258
"70-79";"Booster";2022-03-02;4;27628;0.772042855074562
"70-79";"Booster";2022-03-03;4;27628;0.772187635731866
"70-79";"Booster";2022-03-04;1;27628;0.772223830896192
"70-79";"Booster";2022-03-05;2;27628;0.772296221224844
"70-79";"Booster";2022-03-08;1;27628;0.77233241638917
"70-79";"Booster";2022-03-09;3;27628;0.772441001882149
"70-79";"Booster";2022-03-10;7;27628;0.772694368032431
"70-79";"Booster";2022-03-11;2;27628;0.772766758361083
"70-79";"Booster";2022-03-15;2;27628;0.772839148689735
"70-79";"Booster";2022-03-16;2;27628;0.772911539018387
"70-79";"Booster";2022-03-17;1;27628;0.772947734182713
"70-79";"Booster";2022-03-19;1;27628;0.772983929347039
"70-79";"Booster";2022-03-21;1;27628;0.773020124511365
"70-79";"Booster";2022-03-22;1;27628;0.773056319675691
"70-79";"Booster";2022-03-23;1;27628;0.773092514840017
"70-79";"Booster";2022-03-24;3;27628;0.773201100332995
"70-79";"Booster";2022-03-30;1;27628;0.773237295497322
"70-79";"Booster";2022-03-31;2;27628;0.773309685825974
"70-79";"Booster";2022-04-04;1;27628;0.7733458809903
"70-79";"Booster";2022-04-05;1;27628;0.773382076154626
"70-79";"Booster";2022-04-06;1;27628;0.773418271318952
"70-79";"Booster";2022-04-07;1;27628;0.773454466483278
"70-79";"Booster";2022-04-08;1;27628;0.773490661647604
"70-79";"Booster";2022-04-12;1;27628;0.77352685681193
"70-79";"Booster";2022-04-13;1;27628;0.773563051976256
"70-79";"Booster";2022-04-14;1;27628;0.773599247140582
"70-79";"Booster";2022-04-19;1;27628;0.773635442304908
"70-79";"Booster";2022-04-20;2;27628;0.77370783263356
"70-79";"Booster";2022-04-21;1;27628;0.773744027797886
"70-79";"Booster";2022-04-22;2;27628;0.773816418126538
"70-79";"Booster";2022-04-24;1;27628;0.773852613290864
"70-79";"Booster";2022-04-26;1;27628;0.77388880845519
"70-79";"Booster";2022-04-27;1;27628;0.773925003619516
"70-79";"Booster";2022-04-28;1;27628;0.773961198783843
"70-79";"Booster";2022-04-29;1;27628;0.773997393948169
"70-79";"Booster";2022-05-04;1;27628;0.774033589112495
"70-79";"Booster";2022-05-05;1;27628;0.774069784276821
"70-79";"Booster";2022-05-06;1;27628;0.774105979441147
"70-79";"Booster";2022-05-09;1;27628;0.774142174605473
"70-79";"Booster";2022-05-10;1;27628;0.774178369769799
"70-79";"Booster";2022-05-11;4;27628;0.774323150427103
"70-79";"Booster";2022-05-12;1;27628;0.774359345591429
"70-79";"Booster";2022-05-13;4;27628;0.774504126248733
"70-79";"Booster";2022-05-16;2;27628;0.774576516577385
"70-79";"Booster";2022-05-17;1;27628;0.774612711741711
"70-79";"Booster";2022-05-18;1;27628;0.774648906906037
"70-79";"Booster";2022-05-19;1;27628;0.774685102070363
"70-79";"Booster";2022-05-20;2;27628;0.774757492399015
"70-79";"Booster";2022-05-24;3;27628;0.774866077891994
"70-79";"Booster";2022-05-25;3;27628;0.774974663384972
"70-79";"Booster";2022-05-26;3;27628;0.77508324887795
"70-79";"Booster";2022-05-27;2;27628;0.775155639206602
"70-79";"Booster";2022-05-31;2;27628;0.775228029535254
"70-79";"Booster";2022-06-01;1;27628;0.77526422469958
"70-79";"Booster";2022-06-02;1;27628;0.775300419863906
"70-79";"Booster";2022-06-07;1;27628;0.775336615028232
"70-79";"Booster";2022-06-08;2;27628;0.775409005356884
"70-79";"Booster";2022-06-09;1;27628;0.77544520052121
"70-79";"Booster";2022-06-13;1;27628;0.775481395685536
"70-79";"Booster";2022-06-17;1;27628;0.775517590849862
"70-79";"Booster";2022-06-21;2;27628;0.775589981178515
"70-79";"Booster";2022-06-22;1;27628;0.775626176342841
"70-79";"Booster";2022-06-23;1;27628;0.775662371507167
"70-79";"Booster";2022-06-27;1;27628;0.775698566671493
"70-79";"Booster";2022-06-30;4;27628;0.775843347328797
"70-79";"Booster";NA;6193;27628;1
"80-115";"Dose One";2020-12-27;2;18997;0.000105279781018055
"80-115";"Dose One";2020-12-30;1;18997;0.000157919671527083
"80-115";"Dose One";2021-01-04;2;18997;0.000263199452545139
"80-115";"Dose One";2021-01-05;13;18997;0.000947518029162499
"80-115";"Dose One";2021-01-06;1;18997;0.00100015791967153
"80-115";"Dose One";2021-01-07;2;18997;0.00110543770068958
"80-115";"Dose One";2021-01-08;6;18997;0.00142127704374375
"80-115";"Dose One";2021-01-09;7;18997;0.00178975627730694
"80-115";"Dose One";2021-01-10;1;18997;0.00184239616781597
"80-115";"Dose One";2021-01-11;7;18997;0.00221087540137917
"80-115";"Dose One";2021-01-12;5;18997;0.0024740748539243
"80-115";"Dose One";2021-01-13;1;18997;0.00252671474443333
"80-115";"Dose One";2021-01-14;1;18997;0.00257935463494236
"80-115";"Dose One";2021-01-15;6;18997;0.00289519397799653
"80-115";"Dose One";2021-01-16;2;18997;0.00300047375901458
"80-115";"Dose One";2021-01-17;1;18997;0.00305311364952361
"80-115";"Dose One";2021-01-18;6;18997;0.00336895299257778
"80-115";"Dose One";2021-01-19;1;18997;0.0034215928830868
"80-115";"Dose One";2021-01-20;2;18997;0.00352687266410486
"80-115";"Dose One";2021-01-21;2;18997;0.00363215244512291
"80-115";"Dose One";2021-01-22;4;18997;0.00384271200715902
"80-115";"Dose One";2021-01-25;3;18997;0.00400063167868611
"80-115";"Dose One";2021-01-26;1;18997;0.00405327156919514
"80-115";"Dose One";2021-01-27;2;18997;0.00415855135021319
"80-115";"Dose One";2021-01-28;1;18997;0.00421119124072222
"80-115";"Dose One";2021-01-29;1;18997;0.00426383113123125
"80-115";"Dose One";2021-01-31;2;18997;0.0043691109122493
"80-115";"Dose One";2021-02-01;1;18997;0.00442175080275833
"80-115";"Dose One";2021-02-05;1;18997;0.00447439069326736
"80-115";"Dose One";2021-02-08;1;18997;0.00452703058377639
"80-115";"Dose One";2021-02-09;1;18997;0.00457967047428541
"80-115";"Dose One";2021-02-11;1;18997;0.00463231036479444
"80-115";"Dose One";2021-02-12;3;18997;0.00479023003632152
"80-115";"Dose One";2021-02-15;6;18997;0.00510606937937569
"80-115";"Dose One";2021-02-16;6;18997;0.00542190872242986
"80-115";"Dose One";2021-02-17;5;18997;0.005685108174975
"80-115";"Dose One";2021-02-18;65;18997;0.0091067010580618
"80-115";"Dose One";2021-02-19;109;18997;0.0148444491235458
"80-115";"Dose One";2021-02-20;4;18997;0.0150550086855819
"80-115";"Dose One";2021-02-21;2;18997;0.0151602884666
"80-115";"Dose One";2021-02-22;67;18997;0.0186871611307048
"80-115";"Dose One";2021-02-23;380;18997;0.0386903195241354
"80-115";"Dose One";2021-02-24;707;18997;0.075906722114018
"80-115";"Dose One";2021-02-25;772;18997;0.116544717586987
"80-115";"Dose One";2021-02-26;505;18997;0.143127862294046
"80-115";"Dose One";2021-02-27;15;18997;0.143917460651682
"80-115";"Dose One";2021-03-01;32;18997;0.145601937147971
"80-115";"Dose One";2021-03-02;382;18997;0.165710375322419
"80-115";"Dose One";2021-03-03;690;18997;0.202031899773648
"80-115";"Dose One";2021-03-04;525;18997;0.229667842290888
"80-115";"Dose One";2021-03-05;328;18997;0.246933726377849
"80-115";"Dose One";2021-03-06;12;18997;0.247565405063957
"80-115";"Dose One";2021-03-08;39;18997;0.24961836079381
"80-115";"Dose One";2021-03-09;210;18997;0.260672737800705
"80-115";"Dose One";2021-03-10;262;18997;0.274464389114071
"80-115";"Dose One";2021-03-11;185;18997;0.284202768858241
"80-115";"Dose One";2021-03-12;81;18997;0.288466599989472
"80-115";"Dose One";2021-03-13;2;18997;0.28857187977049
"80-115";"Dose One";2021-03-15;24;18997;0.289835237142707
"80-115";"Dose One";2021-03-16;26;18997;0.291203874295941
"80-115";"Dose One";2021-03-17;46;18997;0.293625309259357
"80-115";"Dose One";2021-03-18;73;18997;0.297468021266516
"80-115";"Dose One";2021-03-19;110;18997;0.303258409222509
"80-115";"Dose One";2021-03-20;1;18997;0.303311049113018
"80-115";"Dose One";2021-03-22;38;18997;0.305311364952361
"80-115";"Dose One";2021-03-23;111;18997;0.311154392798863
"80-115";"Dose One";2021-03-24;305;18997;0.327209559404116
"80-115";"Dose One";2021-03-25;414;18997;0.349002474074854
"80-115";"Dose One";2021-03-26;421;18997;0.371163867979155
"80-115";"Dose One";2021-03-27;4;18997;0.371374427541191
"80-115";"Dose One";2021-03-29;95;18997;0.376375217139548
"80-115";"Dose One";2021-03-30;1590;18997;0.460072643048902
"80-115";"Dose One";2021-03-31;1966;18997;0.563562667789651
"80-115";"Dose One";2021-04-01;1120;18997;0.622519345159762
"80-115";"Dose One";2021-04-02;30;18997;0.624098541875033
"80-115";"Dose One";2021-04-06;722;18997;0.662104542822551
"80-115";"Dose One";2021-04-07;1412;18997;0.736432068221298
"80-115";"Dose One";2021-04-08;814;18997;0.779280939095647
"80-115";"Dose One";2021-04-09;348;18997;0.797599620992788
"80-115";"Dose One";2021-04-10;1;18997;0.797652260883297
"80-115";"Dose One";2021-04-12;21;18997;0.798757698583987
"80-115";"Dose One";2021-04-13;84;18997;0.803179449386745
"80-115";"Dose One";2021-04-14;92;18997;0.808022319313576
"80-115";"Dose One";2021-04-15;69;18997;0.811654471758699
"80-115";"Dose One";2021-04-16;54;18997;0.814497025846186
"80-115";"Dose One";2021-04-19;3;18997;0.814654945517713
"80-115";"Dose One";2021-04-20;32;18997;0.816339422014002
"80-115";"Dose One";2021-04-21;34;18997;0.818129178291309
"80-115";"Dose One";2021-04-22;53;18997;0.820919092488288
"80-115";"Dose One";2021-04-23;24;18997;0.822182449860504
"80-115";"Dose One";2021-04-26;3;18997;0.822340369532031
"80-115";"Dose One";2021-04-27;17;18997;0.823235247670685
"80-115";"Dose One";2021-04-28;16;18997;0.824077485918829
"80-115";"Dose One";2021-04-29;26;18997;0.825446123072064
"80-115";"Dose One";2021-04-30;42;18997;0.827656998473443
"80-115";"Dose One";2021-05-01;2;18997;0.827762278254461
"80-115";"Dose One";2021-05-03;17;18997;0.828657156393115
"80-115";"Dose One";2021-05-04;20;18997;0.829709954203295
"80-115";"Dose One";2021-05-05;9;18997;0.830183713217877
"80-115";"Dose One";2021-05-06;10;18997;0.830710112122967
"80-115";"Dose One";2021-05-07;30;18997;0.832289308838238
"80-115";"Dose One";2021-05-10;8;18997;0.83271042796231
"80-115";"Dose One";2021-05-11;11;18997;0.833289466757909
"80-115";"Dose One";2021-05-12;16;18997;0.834131705006054
"80-115";"Dose One";2021-05-13;11;18997;0.834710743801653
"80-115";"Dose One";2021-05-14;14;18997;0.835447702268779
"80-115";"Dose One";2021-05-17;2;18997;0.835552982049797
"80-115";"Dose One";2021-05-18;4;18997;0.835763541611833
"80-115";"Dose One";2021-05-19;6;18997;0.836079380954888
"80-115";"Dose One";2021-05-20;11;18997;0.836658419750487
"80-115";"Dose One";2021-05-21;13;18997;0.837342738327104
"80-115";"Dose One";2021-05-25;3;18997;0.837500657998631
"80-115";"Dose One";2021-05-26;6;18997;0.837816497341686
"80-115";"Dose One";2021-05-27;6;18997;0.83813233668474
"80-115";"Dose One";2021-05-28;8;18997;0.838553455808812
"80-115";"Dose One";2021-05-31;1;18997;0.838606095699321
"80-115";"Dose One";2021-06-01;5;18997;0.838869295151866
"80-115";"Dose One";2021-06-02;6;18997;0.83918513449492
"80-115";"Dose One";2021-06-03;8;18997;0.839606253618992
"80-115";"Dose One";2021-06-04;9;18997;0.840080012633574
"80-115";"Dose One";2021-06-08;2;18997;0.840185292414592
"80-115";"Dose One";2021-06-09;3;18997;0.840343212086119
"80-115";"Dose One";2021-06-10;5;18997;0.840606411538664
"80-115";"Dose One";2021-06-11;6;18997;0.840922250881718
"80-115";"Dose One";2021-06-14;3;18997;0.841080170553245
"80-115";"Dose One";2021-06-15;2;18997;0.841185450334263
"80-115";"Dose One";2021-06-16;4;18997;0.841396009896299
"80-115";"Dose One";2021-06-17;2;18997;0.841501289677318
"80-115";"Dose One";2021-06-18;2;18997;0.841606569458336
"80-115";"Dose One";2021-06-21;1;18997;0.841659209348845
"80-115";"Dose One";2021-06-22;2;18997;0.841764489129863
"80-115";"Dose One";2021-06-23;2;18997;0.841869768910881
"80-115";"Dose One";2021-06-25;2;18997;0.841975048691899
"80-115";"Dose One";2021-06-29;1;18997;0.842027688582408
"80-115";"Dose One";2021-06-30;3;18997;0.842185608253935
"80-115";"Dose One";2021-07-01;1;18997;0.842238248144444
"80-115";"Dose One";2021-07-02;1;18997;0.842290888034953
"80-115";"Dose One";2021-07-06;2;18997;0.842396167815971
"80-115";"Dose One";2021-07-07;3;18997;0.842554087487498
"80-115";"Dose One";2021-07-08;3;18997;0.842712007159025
"80-115";"Dose One";2021-07-09;5;18997;0.84297520661157
"80-115";"Dose One";2021-07-10;1;18997;0.843027846502079
"80-115";"Dose One";2021-07-15;2;18997;0.843133126283097
"80-115";"Dose One";2021-07-16;4;18997;0.843343685845133
"80-115";"Dose One";2021-07-20;2;18997;0.843448965626151
"80-115";"Dose One";2021-07-21;2;18997;0.84355424540717
"80-115";"Dose One";2021-07-22;1;18997;0.843606885297679
"80-115";"Dose One";2021-07-23;1;18997;0.843659525188188
"80-115";"Dose One";2021-07-26;1;18997;0.843712165078697
"80-115";"Dose One";2021-07-27;1;18997;0.843764804969206
"80-115";"Dose One";2021-07-28;3;18997;0.843922724640733
"80-115";"Dose One";2021-07-29;2;18997;0.844028004421751
"80-115";"Dose One";2021-07-30;1;18997;0.84408064431226
"80-115";"Dose One";2021-08-04;1;18997;0.844133284202769
"80-115";"Dose One";2021-08-05;2;18997;0.844238563983787
"80-115";"Dose One";2021-08-06;2;18997;0.844343843764805
"80-115";"Dose One";2021-08-10;1;18997;0.844396483655314
"80-115";"Dose One";2021-08-11;3;18997;0.844554403326841
"80-115";"Dose One";2021-08-12;4;18997;0.844764962888877
"80-115";"Dose One";2021-08-13;1;18997;0.844817602779386
"80-115";"Dose One";2021-08-14;1;18997;0.844870242669895
"80-115";"Dose One";2021-08-17;2;18997;0.844975522450913
"80-115";"Dose One";2021-08-18;1;18997;0.845028162341422
"80-115";"Dose One";2021-08-19;1;18997;0.845080802231931
"80-115";"Dose One";2021-08-24;2;18997;0.845186082012949
"80-115";"Dose One";2021-08-26;1;18997;0.845238721903458
"80-115";"Dose One";2021-08-27;3;18997;0.845396641574986
"80-115";"Dose One";2021-09-01;2;18997;0.845501921356004
"80-115";"Dose One";2021-09-06;2;18997;0.845607201137022
"80-115";"Dose One";2021-09-07;1;18997;0.845659841027531
"80-115";"Dose One";2021-09-10;3;18997;0.845817760699058
"80-115";"Dose One";2021-09-13;1;18997;0.845870400589567
"80-115";"Dose One";2021-09-16;1;18997;0.845923040480076
"80-115";"Dose One";2021-09-17;4;18997;0.846133600042112
"80-115";"Dose One";2021-09-21;1;18997;0.846186239932621
"80-115";"Dose One";2021-09-22;3;18997;0.846344159604148
"80-115";"Dose One";2021-09-24;1;18997;0.846396799494657
"80-115";"Dose One";2021-10-04;1;18997;0.846449439385166
"80-115";"Dose One";2021-10-07;2;18997;0.846554719166184
"80-115";"Dose One";2021-10-08;1;18997;0.846607359056693
"80-115";"Dose One";2021-10-14;1;18997;0.846659998947202
"80-115";"Dose One";2021-10-15;1;18997;0.846712638837711
"80-115";"Dose One";2021-10-25;1;18997;0.84676527872822
"80-115";"Dose One";2021-10-27;1;18997;0.846817918618729
"80-115";"Dose One";2021-10-29;2;18997;0.846923198399747
"80-115";"Dose One";2021-10-30;1;18997;0.846975838290256
"80-115";"Dose One";2021-11-05;1;18997;0.847028478180765
"80-115";"Dose One";2021-11-10;1;18997;0.847081118071274
"80-115";"Dose One";2021-11-12;1;18997;0.847133757961783
"80-115";"Dose One";2021-11-16;2;18997;0.847239037742802
"80-115";"Dose One";2021-11-18;4;18997;0.847449597304838
"80-115";"Dose One";2021-11-19;3;18997;0.847607516976365
"80-115";"Dose One";2021-11-22;1;18997;0.847660156866874
"80-115";"Dose One";2021-11-23;1;18997;0.847712796757383
"80-115";"Dose One";2021-11-24;2;18997;0.847818076538401
"80-115";"Dose One";2021-11-25;1;18997;0.84787071642891
"80-115";"Dose One";2021-11-26;2;18997;0.847975996209928
"80-115";"Dose One";2021-11-29;1;18997;0.848028636100437
"80-115";"Dose One";2021-12-01;3;18997;0.848186555771964
"80-115";"Dose One";2021-12-02;2;18997;0.848291835552982
"80-115";"Dose One";2021-12-03;1;18997;0.848344475443491
"80-115";"Dose One";2021-12-05;1;18997;0.848397115334
"80-115";"Dose One";2021-12-10;1;18997;0.848449755224509
"80-115";"Dose One";2021-12-13;3;18997;0.848607674896036
"80-115";"Dose One";2021-12-14;2;18997;0.848712954677054
"80-115";"Dose One";2021-12-15;3;18997;0.848870874348581
"80-115";"Dose One";2021-12-16;3;18997;0.849028794020108
"80-115";"Dose One";2021-12-17;3;18997;0.849186713691636
"80-115";"Dose One";2021-12-20;1;18997;0.849239353582145
"80-115";"Dose One";2021-12-21;4;18997;0.849449913144181
"80-115";"Dose One";2021-12-22;3;18997;0.849607832815708
"80-115";"Dose One";2021-12-23;1;18997;0.849660472706217
"80-115";"Dose One";2021-12-27;1;18997;0.849713112596726
"80-115";"Dose One";2021-12-30;1;18997;0.849765752487235
"80-115";"Dose One";2022-01-07;1;18997;0.849818392377744
"80-115";"Dose One";2022-01-10;2;18997;0.849923672158762
"80-115";"Dose One";2022-01-11;1;18997;0.849976312049271
"80-115";"Dose One";2022-01-12;1;18997;0.85002895193978
"80-115";"Dose One";2022-01-18;1;18997;0.850081591830289
"80-115";"Dose One";2022-01-19;1;18997;0.850134231720798
"80-115";"Dose One";2022-01-20;4;18997;0.850344791282834
"80-115";"Dose One";2022-01-21;1;18997;0.850397431173343
"80-115";"Dose One";2022-01-24;1;18997;0.850450071063852
